1, 0, 1, 0.2
2, 3, 2, 0.2
3, 7, 4, 0.1
4, 6, 5, 0.3
5, 15, 8, 0.1
6, 12, 11, 0.3
7, 13, 10, 0.1
8, 14, 9, 0.3
9, 17, 16, 0.2
10, 17, 6, 0.1
11, 16, 15, 0.2
12, 14, 13, 0.2
13, 12, 13, 0.2
14, 7, 8, 0.2
15, 9, 10, 0.2
16, 11, 0, 0.1
17, 5, 4, 0.2
18, 3, 8, 0.3
19, 2, 1, 0.2
20, 17, 6, 0.3
21, 16, 15, 0.2
22, 14, 9, 0.3
23, 12, 13, 0.2
24, 7, 4, 0.1
25, 10, 11, 0.2
26, 5, 6, 0.6
27, 3, 2, 1.2
28, 1, 0, 0.6
29, 17, 16, 0.6
30, 15, 14, 0.2
31, 12, 11, 0.3
32, 7, 8, 0.2
33, 9, 10, 0.2
34, 17, 6, 0.6
35, 16, 15, 0.6
36, 14, 13, 0.5
37, 5, 4, 1.8
38, 12, 13, 1.8
39, 3, 8, 0.3
40, 2, 1, 0.2
41, 0, 11, 0.1
42, 7, 16, 0.3
43, 9, 14, 0.3
44, 10, 1, 0.3
45, 17, 16, 1.2
46, 15, 8, 0.1
48, 5, 6, 2.1
49, 4, 3, 0.2
50, 2, 9, 0.1
51, 0, 11, 0.6
52, 7, 4, 0.3
53, 10, 13, 0.1
54, 17, 6, 0.9
55, 15, 14, 0.2
56, 12, 13, 0.6
58, 17, 16, 1.8
59, 3, 8, 0.3
60, 15, 14, 0.6
61, 7, 16, 0.6
62, 9, 10, 1.2
63, 2, 1, 0.6
67, 15, 14, 1.2
68, 5, 4, 0.6
69, 7, 6, 0.2
70, 9, 8, 0.2
71, 10, 1, 0.6
72, 12, 11, 1.5
73, 3, 2, 0.2
74, 0, 1, 0.2
75, 17, 6, 2.7
76, 15, 14, 3.0
77, 13, 12, 0.2
78, 7, 4, 0.9
79, 9, 8, 0.2
80, 10, 13, 0.3
82, 3, 2, 2.0
84, 15, 8, 0.3
85, 14, 9, 0.6
87, 12, 11, 1.5
88, 7, 16, 0.6
89, 10, 13, 0.3
90, 17, 6, 0.9
92, 15, 8, 0.3
93, 14, 9, 0.9
94, 3, 8, 0.6
95, 2, 1, 1.8
97, 0, 1, 1.2
98, 7, 16, 0.6
99, 10, 9, 0.2
101, 15, 16, 0.2
102, 14, 15, 0.2
103, 5, 6, 2.7
105, 3, 2, 2.7
106, 17, 16, 1.2
107, 7, 4, 2.1
108, 10, 13, 1.2
110, 14, 9, 1.2
114, 3, 8, 2.7
115, 15, 8, 2.4
116, 7, 16, 2.1
117, 10, 11, 0.2
118, 14, 15, 2.0
119, 2, 9, 0.6
120, 12, 11, 2.1
121, 0, 11, 2.4
124, 7, 8, 0.2
125, 14, 13, 1.8
126, 10, 1, 0.9
127, 3, 2, 2.3
131, 15, 8, 2.4
132, 14, 9, 1.8
134, 7, 6, 0.2
135, 10, 13, 2.1
137, 3, 4, 0.6
138, 17, 6, 2.1
139, 15, 16, 0.6
140, 2, 9, 1.5
141, 14, 13, 2.0
143, 7, 8, 0.5
144, 12, 13, 1.2
145, 5, 6, 0.9
146, 10, 9, 0.2
148, 15, 14, 1.8
149, 3, 2, 0.6
151, 7, 16, 3.0
154, 10, 9, 1.2
155, 15, 8, 1.2
157, 14, 13, 2.4
158, 3, 4, 1.8
161, 7, 8, 0.6
162, 2, 3, 1.8
163, 15, 16, 0.6
164, 10, 1, 0.6
165, 14, 9, 0.6
166, 0, 11, 1.5
170, 15, 14, 2.4
171, 7, 4, 2.1
172, 10, 9, 1.2
173, 2, 1, 0.6
176, 5, 4, 1.2
178, 15, 8, 2.1
179, 7, 8, 1.7
180, 14, 9, 0.9
181, 3, 8, 1.8
182, 10, 13, 1.2
184, 2, 1, 0.6
186, 15, 16, 1.7
189, 14, 15, 1.2
190, 7, 6, 0.8
191, 10, 9, 1.2
193, 3, 4, 2.4
195, 2, 3, 2.4
196, 14, 13, 2.7
198, 7, 6, 1.8
201, 10, 11, 0.8
204, 2, 9, 2.7
206, 7, 8, 1.2
208, 12, 11, 1.5
209, 10, 1, 0.9
212, 3, 8, 2.1
214, 7, 6, 2.3
216, 2, 9, 3.0
218, 10, 11, 0.8
223, 3, 8, 2.7
47, 12, 11, 0.6, LOOP
57, 5, 6, 0.3, LOOP
64, 12, 13, 0.2, LOOP
65, 0, 11, 0.3, LOOP
66, 17, 16, 0.2, LOOP
81, 5, 4, 0.2, LOOP
83, 17, 16, 0.2, LOOP
86, 0, 11, 1.2, LOOP
91, 5, 4, 0.2, LOOP
96, 12, 13, 0.2, LOOP
100, 17, 6, 0.6, LOOP
104, 12, 11, 0.6, LOOP
109, 0, 1, 0.2, LOOP
111, 12, 13, 0.2, LOOP
112, 5, 6, 0.3, LOOP
113, 17, 16, 0.5, LOOP
122, 17, 6, 1.2, LOOP
123, 5, 4, 0.5, LOOP
128, 12, 13, 0.5, LOOP
129, 17, 16, 0.5, LOOP
130, 0, 1, 0.5, LOOP
133, 5, 4, 0.6, LOOP
136, 12, 11, 0.6, LOOP
142, 0, 1, 0.5, LOOP
147, 17, 16, 0.6, LOOP
150, 12, 11, 0.9, LOOP
152, 17, 6, 1.5, LOOP
153, 0, 1, 0.6, LOOP
156, 5, 4, 0.6, LOOP
159, 12, 11, 0.9, LOOP
160, 17, 16, 1.1, LOOP
167, 5, 6, 0.6, LOOP
168, 12, 13, 0.6, LOOP
169, 17, 16, 1.2, LOOP
174, 17, 6, 1.8, LOOP
175, 12, 13, 0.6, LOOP
177, 0, 11, 1.2, LOOP
183, 17, 16, 1.2, LOOP
185, 12, 11, 1.2, LOOP
187, 5, 6, 0.9, LOOP
188, 0, 11, 1.2, LOOP
192, 17, 16, 1.2, LOOP
194, 12, 13, 1.2, LOOP
197, 5, 4, 0.6, LOOP
199, 0, 1, 0.8, LOOP
200, 17, 16, 1.2, LOOP
202, 12, 13, 1.2, LOOP
203, 15, 14, 0.5, LOOP
205, 17, 6, 2.1, LOOP
207, 5, 4, 0.6, LOOP
210, 15, 14, 2.3, LOOP
211, 0, 1, 1.1, LOOP
213, 17, 16, 1.2, LOOP
215, 12, 13, 1.2, LOOP
217, 15, 14, 2.4, LOOP
219, 5, 4, 1.2, LOOP
220, 0, 11, 1.5, LOOP
221, 17, 16, 1.2, LOOP
222, 12, 13, 1.2, LOOP
224, 15, 14, 3.0, LOOP
225, 7, 8, 1.2, LOOP
Helix 0 has an average crossover density of 20/299 = 0.0669 (1/bp). Target is 0.0700 (1/bp).
Helix 1 has an average crossover density of 21/302 = 0.0695 (1/bp). Target is 0.0700 (1/bp).
Helix 2 has an average crossover density of 20/305 = 0.0656 (1/bp). Target is 0.0700 (1/bp).
Helix 3 has an average crossover density of 21/310 = 0.0677 (1/bp). Target is 0.0700 (1/bp).
Helix 4 has an average crossover density of 22/315 = 0.0698 (1/bp). Target is 0.0700 (1/bp).
Helix 5 has an average crossover density of 21/319 = 0.0658 (1/bp). Target is 0.0700 (1/bp).
Helix 6 has an average crossover density of 26/377 = 0.0690 (1/bp). Target is 0.0700 (1/bp).
Helix 7 has an average crossover density of 25/371 = 0.0674 (1/bp). Target is 0.0700 (1/bp).
Helix 8 has an average crossover density of 26/369 = 0.0705 (1/bp). Target is 0.0700 (1/bp).
Helix 9 has an average crossover density of 24/369 = 0.0650 (1/bp). Target is 0.0700 (1/bp).
Helix 10 has an average crossover density of 24/367 = 0.0654 (1/bp). Target is 0.0700 (1/bp).
Helix 11 has an average crossover density of 26/361 = 0.0720 (1/bp). Target is 0.0700 (1/bp).
Helix 12 has an average crossover density of 28/419 = 0.0668 (1/bp). Target is 0.0700 (1/bp).
Helix 13 has an average crossover density of 29/423 = 0.0686 (1/bp). Target is 0.0700 (1/bp).
