1, 0, 1, 0.2
2, 3, 2, 0.2
3, 7, 4, 0.1
4, 6, 5, 0.3
5, 15, 8, 0.1
6, 12, 11, 0.3
7, 13, 10, 0.1
8, 14, 9, 0.3
9, 17, 16, 0.2
10, 17, 6, 0.1
11, 16, 15, 0.2
12, 14, 13, 0.2
13, 12, 13, 0.2
14, 7, 8, 0.2
15, 9, 10, 0.2
16, 11, 0, 0.1
17, 5, 4, 0.2
18, 3, 8, 0.3
19, 2, 1, 0.2
20, 17, 6, 0.3
21, 16, 15, 0.2
22, 14, 9, 0.3
23, 12, 11, 0.6
24, 7, 4, 0.1
25, 10, 1, 0.3
26, 5, 6, 0.3
27, 3, 2, 0.2
28, 0, 11, 0.1
29, 17, 16, 0.6
30, 15, 14, 0.2
31, 13, 12, 0.2
32, 7, 8, 0.2
33, 9, 10, 1.2
34, 17, 6, 0.6
35, 16, 15, 0.6
36, 14, 13, 2.7
37, 5, 4, 0.2
38, 12, 11, 0.3
39, 3, 8, 0.3
40, 2, 1, 0.2
41, 0, 1, 0.6
42, 7, 16, 0.3
43, 9, 14, 1.5
44, 10, 13, 0.3
45, 17, 16, 1.2
46, 15, 8, 0.1
47, 12, 13, 0.5
48, 5, 4, 1.8
49, 3, 4, 0.5
50, 2, 9, 0.1
51, 6, 7, 0.2
52, 0, 11, 0.3
53, 10, 9, 0.2
54, 17, 6, 0.9
55, 15, 14, 0.2
56, 12, 13, 1.8
57, 5, 6, 0.6
58, 17, 16, 1.8
59, 3, 8, 0.3
60, 15, 14, 0.6
61, 7, 16, 0.6
62, 10, 1, 0.3
63, 2, 9, 0.1
64, 11, 0, 0.6
66, 17, 6, 1.2
67, 15, 14, 1.2
68, 5, 6, 1.5
69, 7, 8, 0.2
70, 4, 3, 0.6
71, 10, 11, 0.2
72, 12, 11, 0.6
73, 2, 1, 0.2
74, 0, 1, 0.8
75, 17, 16, 1.8
76, 15, 14, 2.4
77, 13, 10, 0.3
79, 7, 8, 1.2
80, 9, 2, 0.6
81, 5, 4, 2.4
82, 3, 8, 1.8
84, 15, 16, 1.2
85, 14, 9, 0.6
87, 12, 11, 2.1
88, 7, 4, 0.3
89, 10, 13, 0.3
90, 17, 6, 1.5
92, 15, 8, 0.6
93, 14, 9, 0.6
94, 3, 2, 0.6
96, 1, 0, 0.2
97, 7, 16, 0.6
98, 10, 1, 0.6
100, 15, 14, 1.8
101, 5, 6, 2.1
102, 12, 11, 3.0
103, 3, 2, 1.2
104, 17, 16, 1.2
105, 7, 8, 0.2
106, 9, 10, 0.2
107, 15, 16, 0.6
108, 0, 1, 1.2
109, 14, 13, 0.5
113, 3, 8, 0.6
114, 15, 8, 1.2
115, 7, 6, 0.2
116, 9, 10, 1.2
117, 14, 15, 0.2
118, 2, 9, 0.9
119, 11, 12, 0.6
120, 0, 11, 3.0
122, 5, 6, 2.7
123, 4, 7, 3.0
124, 14, 13, 1.1
125, 10, 1, 0.6
126, 3, 2, 2.7
127, 12, 13, 0.6
128, 17, 6, 2.7
130, 15, 8, 2.1
131, 14, 9, 1.8
133, 7, 16, 0.6
134, 10, 1, 0.6
136, 3, 8, 2.4
138, 15, 8, 2.4
139, 2, 9, 1.2
140, 14, 13, 1.7
142, 7, 4, 0.6
144, 5, 6, 0.9
145, 10, 1, 0.9
147, 15, 16, 1.2
148, 3, 4, 1.7
149, 14, 9, 2.1
150, 2, 9, 2.7
152, 7, 6, 1.2
155, 10, 11, 0.2
156, 15, 8, 2.4
158, 14, 13, 1.8
159, 3, 8, 2.7
162, 7, 6, 2.4
163, 2, 9, 3.0
164, 15, 14, 2.3
165, 10, 1, 1.8
170, 3, 4, 2.4
171, 15, 16, 1.2
172, 7, 8, 0.2
173, 10, 9, 0.6
174, 14, 15, 1.8
175, 2, 1, 0.2
180, 7, 8, 1.2
181, 14, 9, 2.1
182, 3, 2, 1.8
183, 10, 13, 0.6
185, 12, 13, 1.2
186, 15, 16, 2.3
188, 0, 1, 1.8
189, 14, 9, 2.4
190, 7, 6, 1.8
191, 10, 11, 0.5
193, 3, 4, 3.0
196, 2, 1, 0.6
198, 7, 8, 1.2
201, 10, 9, 1.2
202, 12, 11, 2.7
204, 3, 4, 3.0
205, 2, 1, 1.1
206, 17, 6, 2.1
207, 7, 4, 2.1
208, 5, 4, 1.2
209, 8, 15, 3.0
211, 10, 9, 1.2
213, 14, 13, 2.7
216, 7, 8, 0.6
217, 12, 11, 1.5
219, 10, 11, 0.8
65, 12, 13, 0.2, LOOP
78, 12, 13, 0.2, LOOP
83, 17, 16, 0.2, LOOP
86, 0, 11, 1.2, LOOP
91, 5, 4, 0.2, LOOP
95, 12, 13, 0.2, LOOP
99, 17, 6, 0.6, LOOP
110, 12, 13, 0.5, LOOP
111, 5, 4, 0.2, LOOP
112, 17, 16, 0.2, LOOP
121, 17, 16, 0.2, LOOP
129, 0, 11, 1.2, LOOP
132, 5, 4, 0.6, LOOP
135, 12, 13, 0.6, LOOP
137, 17, 16, 0.2, LOOP
141, 0, 11, 1.2, LOOP
143, 12, 11, 0.6, LOOP
146, 17, 16, 0.5, LOOP
151, 12, 13, 0.6, LOOP
153, 17, 6, 1.2, LOOP
154, 0, 1, 0.5, LOOP
157, 5, 4, 0.6, LOOP
160, 12, 13, 0.8, LOOP
161, 17, 16, 0.5, LOOP
166, 0, 11, 1.2, LOOP
167, 5, 4, 0.6, LOOP
168, 12, 13, 0.8, LOOP
169, 17, 16, 0.5, LOOP
176, 17, 6, 1.8, LOOP
177, 12, 11, 0.6, LOOP
178, 5, 6, 0.3, LOOP
179, 0, 11, 1.5, LOOP
184, 17, 16, 0.6, LOOP
187, 5, 4, 1.2, LOOP
192, 17, 16, 1.1, LOOP
194, 12, 13, 1.2, LOOP
195, 15, 14, 1.2, LOOP
197, 5, 6, 0.6, LOOP
199, 0, 11, 1.8, LOOP
200, 17, 16, 1.2, LOOP
203, 15, 14, 1.2, LOOP
210, 12, 13, 1.2, LOOP
212, 0, 1, 0.6, LOOP
214, 3, 2, 1.2, LOOP
215, 17, 16, 1.2, LOOP
218, 15, 14, 1.8, LOOP
220, 5, 6, 1.2, LOOP
221, 0, 1, 1.1, LOOP
222, 17, 16, 1.2, LOOP
223, 12, 13, 1.2, LOOP
224, 3, 8, 0.9, LOOP
225, 15, 14, 2.4, LOOP
226, 7, 8, 0.5, LOOP
Helix 0 has an average crossover density of 20/299 = 0.0669 (1/bp). Target is 0.0700 (1/bp).
Helix 1 has an average crossover density of 22/302 = 0.0728 (1/bp). Target is 0.0700 (1/bp).
Helix 2 has an average crossover density of 20/305 = 0.0656 (1/bp). Target is 0.0700 (1/bp).
Helix 3 has an average crossover density of 21/310 = 0.0677 (1/bp). Target is 0.0700 (1/bp).
Helix 4 has an average crossover density of 23/315 = 0.0730 (1/bp). Target is 0.0700 (1/bp).
Helix 5 has an average crossover density of 21/319 = 0.0658 (1/bp). Target is 0.0700 (1/bp).
Helix 6 has an average crossover density of 26/377 = 0.0690 (1/bp). Target is 0.0700 (1/bp).
Helix 7 has an average crossover density of 25/371 = 0.0674 (1/bp). Target is 0.0700 (1/bp).
Helix 8 has an average crossover density of 26/369 = 0.0705 (1/bp). Target is 0.0700 (1/bp).
Helix 9 has an average crossover density of 24/369 = 0.0650 (1/bp). Target is 0.0700 (1/bp).
Helix 10 has an average crossover density of 24/367 = 0.0654 (1/bp). Target is 0.0700 (1/bp).
Helix 11 has an average crossover density of 26/361 = 0.0720 (1/bp). Target is 0.0700 (1/bp).
Helix 12 has an average crossover density of 28/419 = 0.0668 (1/bp). Target is 0.0700 (1/bp).
Helix 13 has an average crossover density of 29/423 = 0.0686 (1/bp). Target is 0.0700 (1/bp).
Helix 14 has an average crossover density of 29/428 = 0.0678 (1/bp). Target is 0.0700 (1/bp).
